,TRANSTYPE,DOCNUM,CUSTOMER,CUSTNAME,INVNUMBER,INVDATE,TRANSDATE,SALESPER1,ITEM,DESC,PRICELIST,QTYSHIPPED,INVUNIT,UNITPRICE,EXTINVMISC,TAMOUNT1,INVDISC,TBASE1,DPID,SUBCATID,MSOTR,FMTR,RSMTR,PRODUCTID,SUBDISTNAME,MARKETNAME,CUSTYPE,CUSTYPEDESC,CondID,BRAND,PICKINGSEQ,Cause_Of_Return_ID,SHINUMBER,SHIPDATE,TERMS,DAYENDNUM,AUDTORG,MSOGRP,BILEMAILC,INVDISCPER,TRNSFRED,TRNUMBER,FMID,RSMID,IDEN,DATETIME,CIRCULARNO,BATCHID
223,1,SKINV420-358412       ,42011138160,Saha Pharmacy,SKINV420-358412       ,20190620,20190620,7899,1639,OLMESTA 20MG TAB 30S                                        ,1,1,30s       ,179.91,179.91,31.304,1.8,179.91,420002,42647,CCK22,FG40,FG,SKF,N/A,Modhukhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH420-372143        ,20190620,CASH  ,0,FRDSKF,C         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56571061,16:31.3,,0O901
224,1,SKINV420-358412       ,42011138160,Saha Pharmacy,SKINV420-358412       ,20190620,20190620,15912,1445,OSTOCAL D TAB 20S                                           ,1,6,20s       ,104.95,629.7,18.26,6.3,629.7,420002,42647,FG42,FG40,FG,SKF,N/A,Modhukhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH420-372143        ,20190620,CASH  ,0,FRDSKF,Z         ,Regular Discount    ,1.00048,0,3,N/A     ,N/A     ,56571062,16:31.3,,9081
225,1,SKINV420-358412       ,42011138160,Saha Pharmacy,SKINV420-358412       ,20190620,20190620,15912,1534,OSTOCAL JR 250MG TAB 30S                                    ,1,3,30s       ,67.47,202.41,11.74,2.02,202.41,420002,42647,FG42,FG40,FG,SKF,N/A,Modhukhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH420-372143        ,20190620,CASH  ,0,FRDSKF,Z         ,Regular Discount    ,0.99797,0,3,N/A     ,N/A     ,56571063,16:31.3,,9009
226,1,SKINV520-196948       ,90000023588,Islam Drug House,SKINV520-196948       ,20190621,20190621,7863,1652,KEFUCLAV 250MG TAB 16S                                      ,1,1,16s       ,359.82,359.82,62.61,3.6,359.82,520025,42647,PB62,PB60,PB,SKF,N/A,Kaikhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198970        ,20190621,CASH  ,0,PATSKF,Z         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56652971,21:18.3,,9006
227,1,SKINV520-196948       ,90000023588,Islam Drug House,SKINV520-196948       ,20190621,20190621,7863,1653,KEFUCLAV 500MG TAB 8S                                       ,1,1,8s        ,299.85,299.85,52.17,3,299.85,520025,42647,PB62,PB60,PB,SKF,N/A,Kaikhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198970        ,20190621,CASH  ,0,PATSKF,Z         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56652972,21:18.3,,9004
228,1,SKINV520-196948       ,90000023588,Islam Drug House,SKINV520-196948       ,20190621,20190621,7863,1580,KILMAX 250MG TAB 16S                                        ,1,1,16s       ,299.85,299.85,52.174,3,299.85,520025,42647,PB62,PB60,PB,SKF,N/A,Kaikhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198970        ,20190621,CASH  ,0,PATSKF,Z         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56652973,21:18.3,,8016
229,1,SKINV520-196948       ,90000023588,Islam Drug House,SKINV520-196948       ,20190621,20190621,7863,1337,NORIUM 10MG TAB 60S                                         ,1,1,60s       ,224.89,224.89,39.131,2.25,224.89,520025,42647,PB62,PB60,PB,SKF,N/A,Kaikhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198970        ,20190621,CASH  ,0,PATSKF,Z         ,Regular Discount    ,1.00049,0,3,N/A     ,N/A     ,56652974,21:18.3,,9002
230,1,SKINV520-196948       ,90000023588,Islam Drug House,SKINV520-196948       ,20190621,20190621,7863,1676,OSTOCAL DX TAB 36S                                          ,1,1,36s       ,215.89,215.89,37.57,2.16,215.89,520025,42647,PB62,PB60,PB,SKF,N/A,Kaikhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198970        ,20190621,CASH  ,0,PATSKF,Z         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,56652975,21:18.3,,8040
231,1,SKINV520-196948       ,90000023588,Islam Drug House,SKINV520-196948       ,20190621,20190621,7863,1447,SK CEF 500MG CAP 30S                                        ,1,1,30s       ,337.33,337.33,58.7,3.37,337.33,520025,42647,PB62,PB60,PB,SKF,N/A,Kaikhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198970        ,20190621,CASH  ,0,PATSKF,Z         ,Regular Discount    ,0.99902,0,3,N/A     ,N/A     ,56652976,21:18.3,,9002
232,1,SKINV510-336862       ,51051003688,Anu Medical Hall,SKINV510-336862       ,20190621,20190621,1438,1067,ORADIN 10MG TAB 100S                                        ,1,1,100s      ,299.85,299.85,52.174,3,299.85,510036,42647,PB45,PB40,PB,SKF,N/A,Manpura,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH510-359558        ,20190621,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56652978,21:18.3,,0O701
233,1,SKINV510-336862       ,51051003688,Anu Medical Hall,SKINV510-336862       ,20190621,20190621,1438,1219,OSTOCAL D TAB 500MG 30S                                     ,1,4,30s       ,157.42,629.68,27.39,6.3,629.68,510036,42647,PB45,PB40,PB,SKF,N/A,Manpura,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH510-359558        ,20190621,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,56652979,21:18.3,,9060
234,1,SKINV510-336862       ,51051003688,Anu Medical Hall,SKINV510-336862       ,20190621,20190621,1438,1279,TOZA SUS 30ML                                               ,1,6,30ml      ,26.24,157.44,4.566,1.57,157.44,510036,42647,PB45,PB40,PB,SKF,N/A,Manpura,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH510-359558        ,20190621,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,0.99721,0,3,N/A     ,N/A     ,56652980,21:18.3,,9002
235,1,SKINV510-336862       ,51051003688,Anu Medical Hall,SKINV510-336862       ,20190621,20190621,1438,1427,ZITHROX 500MG TAB 12S                                       ,1,2,12s       ,314.84,629.68,54.782,6.3,629.68,510036,42647,PB45,PB40,PB,SKF,N/A,Manpura,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH510-359558        ,20190621,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,56652981,21:18.3,,9006
236,1,SKINV520-196949       ,90000010173,Rozina Medical Hall,SKINV520-196949       ,20190621,20190621,7863,1232,TOTI SYP 100ML                                              ,1,10,100ml     ,41.23,412.3,7.174,0,412.3,520025,42647,PB62,PB60,PB,SKF,N/A,Paitkhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198971        ,20190621,CASH  ,0,PATSKF,Z         ,"Bonus apply, Circula",0,0,3,N/A     ,N/A     ,56652982,21:18.3,SC-2017-05-10469,9016
237,1,SKINV520-196949       ,90000010173,Rozina Medical Hall,SKINV520-196949       ,20190621,20190621,7863,1232,TOTI SYP 100ML                                              ,0,1,100ml     ,0,0,0,0,0,520025,42647,PB62,PB60,PB,SKF,N/A,Paitkhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198971        ,20190621,CASH  ,0,PATSKF,Z         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,56652983,21:18.3,SC-2017-05-10469,9016
238,1,SKINV520-196949       ,90000010173,Rozina Medical Hall,SKINV520-196949       ,20190621,20190621,7863,1194,AMBOTEN SYP 100ML                                           ,1,6,100ml     ,33.73,202.38,5.87,2.02,202.38,520025,42647,PB62,PB60,PB,SKF,N/A,Paitkhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198971        ,20190621,CASH  ,0,PATSKF,Z         ,Regular Discount    ,0.99812,0,3,N/A     ,N/A     ,56652984,21:18.3,,9014
239,1,SKINV520-196949       ,90000010173,Rozina Medical Hall,SKINV520-196949       ,20190621,20190621,7863,1663,ESORAL 20MG TAB 112S                                        ,1,1,112s      ,419.79,419.79,73.04,4.2,419.79,520025,42647,PB62,PB60,PB,SKF,N/A,Paitkhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198971        ,20190621,CASH  ,0,PATSKF,Z         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56652985,21:18.3,,9004
240,1,SKINV520-196949       ,90000010173,Rozina Medical Hall,SKINV520-196949       ,20190621,20190621,7863,1632,ETORIX 120MG TAB 30S                                        ,1,1,30s       ,314.84,314.84,54.782,3.15,314.84,520025,42647,PB62,PB60,PB,SKF,N/A,Paitkhali,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH520-198971        ,20190621,CASH  ,0,PATSKF,Z         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,56652986,21:18.3,,0O802
241,1,SKINV270-210195       ,27021003949,Sharma Pharmacy,SKINV270-210195       ,20190627,20190627,17004,1272,XINC B TAB 30S                                              ,1,1,30s       ,67.47,67.47,11.74,0,67.47,270010,42647,FK54,FK50,FK,SKF,N/A,Matiranga,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH270-216492        ,20190627,CASH  ,0,FENSKF,A         ,-                   ,0,0,3,N/A     ,N/A     ,57714103,18:59.4,,0O901
242,1,SKINV510-339744       ,51052134741,Life Medical Hall,SKINV510-339744       ,20190627,20190627,13886,1087,XINC SYP 100 ML                                             ,1,44,100ml     ,26.24,1154.56,4.566,0,1154.56,510006,42647,PB41,PB40,PB,SKF,N/A,Charfashion,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH510-362458        ,20190627,CASH  ,0,BSLSKF,Z         ,"Bonus apply, Circula",0,0,3,N/A     ,N/A     ,57714104,18:59.4,SC-2019-05-10834,9043
243,1,SKINV510-339744       ,51052134741,Life Medical Hall,SKINV510-339744       ,20190627,20190627,13886,1087,XINC SYP 100 ML                                             ,0,4,100ml     ,0,0,0,0,0,510006,42647,PB41,PB40,PB,SKF,N/A,Charfashion,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH510-362458        ,20190627,CASH  ,0,BSLSKF,Z         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,57714105,18:59.4,SC-2019-05-10834,9043
244,1,SKINV510-339744       ,51052134741,Life Medical Hall,SKINV510-339744       ,20190627,20190627,13886,1633,ETORIX 60MG TAB 50S                                         ,1,1,50s       ,262.37,262.37,45.652,2.62,262.37,510006,42647,PB41,PB40,PB,SKF,N/A,Charfashion,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH510-362458        ,20190627,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,0.99859,0,3,N/A     ,N/A     ,57714106,18:59.4,,8006
245,1,SKINV510-339744       ,51052134741,Life Medical Hall,SKINV510-339744       ,20190627,20190627,13886,1634,ETORIX 90MG TAB 40S                                         ,1,1,40s       ,359.82,359.82,62.609,3.6,359.82,510006,42647,PB41,PB40,PB,SKF,N/A,Charfashion,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH510-362458        ,20190627,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,57714107,18:59.4,,9006
246,1,SKINV510-339744       ,51052134741,Life Medical Hall,SKINV510-339744       ,20190627,20190627,13886,1337,NORIUM 10MG TAB 60S                                         ,1,1,60s       ,224.89,224.89,39.131,2.25,224.89,510006,42647,PB41,PB40,PB,SKF,N/A,Charfashion,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH510-362458        ,20190627,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,1.00049,0,3,N/A     ,N/A     ,57714108,18:59.4,,9005
247,1,SKINV510-339744       ,51052134741,Life Medical Hall,SKINV510-339744       ,20190627,20190627,13886,1219,OSTOCAL D TAB 500MG 30S                                     ,1,2,30s       ,157.42,314.84,27.39,3.15,314.84,510006,42647,PB41,PB40,PB,SKF,N/A,Charfashion,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH510-362458        ,20190627,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,57714109,18:59.4,,9066
248,1,SKINV510-339744       ,51052134741,Life Medical Hall,SKINV510-339744       ,20190627,20190627,13886,1072,OSTOCAL TAB 500MG 100S                                      ,1,1,100s      ,299.85,299.85,52.174,3,299.85,510006,42647,PB41,PB40,PB,SKF,N/A,Charfashion,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH510-362458        ,20190627,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,57714110,18:59.4,,9007
249,1,SKINV510-339744       ,51052134741,Life Medical Hall,SKINV510-339744       ,20190627,20190627,200139,1222,SENTIX 0.5MG TAB 50S                                        ,1,1,50s       ,131.19,131.19,22.827,1.31,131.19,510006,42647,CCK65,PB40,PB,SKF,N/A,Charfashion,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH510-362458        ,20190627,CASH  ,0,BSLSKF,C         ,Regular Discount    ,0.99855,0,3,N/A     ,N/A     ,57714111,18:59.4,,9003
250,1,SKINV510-339744       ,51052134741,Life Medical Hall,SKINV510-339744       ,20190627,20190627,13886,1035,TELAZINE 5MG TAB 100S                                       ,1,1,100s      ,224.89,224.89,39.131,2.25,224.89,510006,42647,PB41,PB40,PB,SKF,N/A,Charfashion,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH510-362458        ,20190627,CASH  ,0,BSLSKF,Z         ,Regular Discount    ,1.00049,0,3,N/A     ,N/A     ,57714112,18:59.4,,9002
251,1,SKINV430-317047       ,43061100284,Dr Hannan,SKINV430-317047       ,20190627,20190627,6794,1678,KEFUCLAV 70ML SUSPENSION  PFS                               ,1,5,70ml      ,187.41,937.05,32.61,9.37,937.05,430017,42647,KC22,KC20,KC,SKF,N/A,Jibonnagar,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH430-332098        ,20190627,CASH  ,0,KUSSKF,A         ,Regular Discount    ,0.99995,0,3,N/A     ,N/A     ,57714113,18:59.4,,9007
252,1,SKINV430-317047       ,43061100284,Dr Hannan,SKINV430-317047       ,20190627,20190627,6794,1298,TIMOTHY TAB 50S                                             ,1,3,50s       ,149.93,449.79,26.088,4.5,449.79,430017,42647,KC22,KC20,KC,SKF,N/A,Jibonnagar,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH430-332098        ,20190627,CASH  ,0,KUSSKF,A         ,Regular Discount    ,1.00047,0,3,N/A     ,N/A     ,57714114,18:59.4,,0O902
253,1,SKINV250-242409       ,25061110026,Ray Medical Hall,SKINV250-242409       ,20190627,20190627,1524,1576,FLUCLOXIN 500MG CAP 40S                                     ,1,10,40s       ,314.84,3148.4,54.782,0,3148.4,250022,42647,CL75,CL70,CL,SKF,N/A,Palakhal,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH250-267895        ,20190627,CREDIT,0,HZJSKF,Z         ,"Bonus apply, Circula",0,0,3,N/A     ,N/A     ,57714115,18:59.4,SC-2019-03-10809,9012
254,1,SKINV250-242409       ,25061110026,Ray Medical Hall,SKINV250-242409       ,20190627,20190627,1524,1576,FLUCLOXIN 500MG CAP 40S                                     ,0,1,40s       ,0,0,0,0,0,250022,42647,CL75,CL70,CL,SKF,N/A,Palakhal,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH250-267895        ,20190627,CREDIT,0,HZJSKF,Z         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,57714116,18:59.4,SC-2019-03-10809,9012
255,1,SKINV250-242409       ,25061110026,Ray Medical Hall,SKINV250-242409       ,20190627,20190627,1524,1232,TOTI SYP 100ML                                              ,0,1,100ml     ,0,0,0,0,0,250022,42647,CL75,CL70,CL,SKF,N/A,Palakhal,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH250-267895        ,20190627,CREDIT,0,HZJSKF,Z         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,57714118,18:59.4,SC-2017-05-10469,9026
256,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,1585,1014,NAPROX TAB 250MG 50S                                        ,1,1,50s       ,262.37,262.37,45.65,5.25,262.37,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,A         ,Regular Discount    ,2.00099,0,3,N/A     ,N/A     ,56780459,17:29.5,,9003
257,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,200107,1337,NORIUM 10MG TAB 60S                                         ,1,2,60s       ,224.89,449.78,39.131,9,449.78,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,B         ,Regular Discount    ,2.00098,0,3,N/A     ,N/A     ,56780460,17:29.5,,9005
258,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,16680,1639,OLMESTA 20MG TAB 30S                                        ,1,1,30s       ,179.91,179.91,31.304,3.6,179.91,130010,42492,CCD54,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,C         ,Regular Discount    ,2.001,0,3,N/A     ,N/A     ,56780461,17:29.5,,9004
259,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,16680,1673,OLMESTA M TAB 30S                                           ,1,1,30s       ,179.91,179.91,31.3,3.6,179.91,130010,42492,CCD54,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,C         ,Regular Discount    ,2.001,0,3,N/A     ,N/A     ,56780462,17:29.5,,0O901
260,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,200107,1445,OSTOCAL D TAB 20S                                           ,1,6,20s       ,104.95,629.7,18.26,12.59,629.7,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,B         ,Regular Discount    ,1.99936,0,3,N/A     ,N/A     ,56780463,17:29.5,,9061
261,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,200107,1219,OSTOCAL D TAB 500MG 30S                                     ,1,6,30s       ,157.42,944.52,27.39,18.89,944.52,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,B         ,Regular Discount    ,1.99996,0,3,N/A     ,N/A     ,56780464,17:29.5,,9060
262,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,1585,1534,OSTOCAL JR 250MG TAB 30S                                    ,1,5,30s       ,67.47,337.35,11.74,6.75,337.35,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,A         ,Regular Discount    ,2.00089,0,3,N/A     ,N/A     ,56780465,17:29.5,,9007
263,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,1585,1642,RABIFAST 20 MG TAB 70S                                      ,1,2,70s       ,262.37,524.74,45.652,10.49,524.74,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,A         ,Regular Discount    ,1.99909,0,3,N/A     ,N/A     ,56780466,17:29.5,,9003
264,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,200107,1661,REELIFE TABLET 40S                                          ,1,3,40s       ,239.88,719.64,41.74,14.39,719.64,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,B         ,Regular Discount    ,1.99961,0,3,N/A     ,N/A     ,56780467,17:29.5,,9014
265,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,1585,1759,ROXIM 400MG CAP 10S                                         ,1,3,10s       ,374.81,1124.43,65.22,22.49,1124.43,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,A         ,Regular Discount    ,2.00012,0,3,N/A     ,N/A     ,56780468,17:29.5,,9008
266,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,1585,1345,SOLBION TAB 50S                                             ,1,2,50s       ,299.85,599.7,52.17,11.99,599.7,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,A         ,Regular Discount    ,1.99933,0,3,N/A     ,N/A     ,56780469,17:29.5,,9008
267,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,200107,1030,SOLVIT M TAB 30S                                            ,1,6,30s       ,44.98,269.88,7.827,5.4,269.88,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,B         ,Regular Discount    ,2.00089,0,3,N/A     ,N/A     ,56780470,17:29.5,,9013
268,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,200107,1575,SULIDAC 200 TAB 20S                                         ,1,3,20s       ,142.43,427.29,24.783,8.55,427.29,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,B         ,Regular Discount    ,2.00098,0,3,N/A     ,N/A     ,56780471,17:29.5,,9003
269,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,200107,1430,TAMEN 500MG TAB 200S                                        ,1,2,200s      ,119.94,239.88,20.87,4.8,239.88,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,B         ,Regular Discount    ,2.001,0,3,N/A     ,N/A     ,56780472,17:29.5,,9016
270,1,SKINV130-340943       ,13010113106,Delwar Pharmacy,SKINV130-340943       ,20190622,20190622,200107,1749,TUFNIL 200MG TAB 50S                                        ,1,3,50s       ,374.82,1124.46,65.22,22.49,1124.46,130010,42492,NM52,NM50,NM,SKF,N/A,Panchabati,115,Wholesaler-HQ,N/A,0,N/A       ,N/A,SKSH130-380375        ,20190621,CASH  ,0,NAJSKF,B         ,Regular Discount    ,2.00007,0,3,N/A     ,N/A     ,56780474,17:29.5,,9035
271,1,SKINV340-312241       ,34091102061,Amena Pharmacy,SKINV340-312241       ,20190622,20190622,5372,1575,SULIDAC 200 TAB 20S                                         ,1,1,20s       ,142.43,142.43,24.783,1.42,142.43,34027,42647,DT73,DT70,DT,SKF,N/A,Rani Sankul Dt73,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-494328        ,20190622,CASH  ,0,DNJSKF,Z         ,Regular Discount    ,0.99698,0,3,N/A     ,N/A     ,56821040,17:29.5,,9002
272,1,SKINV340-312241       ,34091102061,Amena Pharmacy,SKINV340-312241       ,20190622,20190622,5372,1147,VINCET TAB 50S                                              ,1,1,50s       ,149.93,149.93,26.088,1.5,149.93,34027,42647,DT73,DT70,DT,SKF,N/A,Rani Sankul Dt73,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-494328        ,20190622,CASH  ,0,DNJSKF,Z         ,Regular Discount    ,1.00047,0,3,N/A     ,N/A     ,56821041,17:29.5,,9001
273,1,SKINV230-208457       ,23012419617,Good Heal Complex Pharmacy,SKINV230-208457       ,20190622,20190622,14985,1087,XINC SYP 100 ML                                             ,1,66,100ml     ,26.24,1731.84,4.566,0,1731.84,230020,42494,ML42,ML40,ML,SKF,N/A,Maijdee City,125,Institution,N/A,0,N/A       ,N/A,SKSH230-215498        ,20190622,CREDIT,0,NOKSKF,B         ,"Bonus apply, Circula",0,0,3,N/A     ,N/A     ,56821042,17:29.5,SC-2019-05-10834,9039
274,1,SKINV230-208457       ,23012419617,Good Heal Complex Pharmacy,SKINV230-208457       ,20190622,20190622,6042,1335,ZOFRA 50ML ORAL SOL                                         ,1,8,50ml      ,33.73,269.84,5.869,0,269.84,230020,42494,ML42,ML40,ML,SKF,N/A,Maijdee City,125,Institution,N/A,0,N/A       ,N/A,SKSH230-215498        ,20190622,CREDIT,0,NOKSKF,A         ,"Bonus apply, Circula",0,0,3,N/A     ,N/A     ,56821044,17:29.5,SC-2017-01-10384,9017
275,1,SKINV230-208457       ,23012419617,Good Heal Complex Pharmacy,SKINV230-208457       ,20190622,20190622,6042,1335,ZOFRA 50ML ORAL SOL                                         ,0,1,50ml      ,0,0,0,0,0,230020,42494,ML42,ML40,ML,SKF,N/A,Maijdee City,125,Institution,N/A,0,N/A       ,N/A,SKSH230-215498        ,20190622,CREDIT,0,NOKSKF,A         ,"Bonus Item, Circular",,0,3,N/A     ,N/A     ,56821045,17:29.5,SC-2017-01-10384,9017
276,1,SKINV230-208457       ,23012419617,Good Heal Complex Pharmacy,SKINV230-208457       ,20190622,20190622,14985,1101,ALBEN SUS 200MG 10ML                                        ,1,6,10ml      ,14.99,89.94,2.608,1.35,89.94,230020,42494,ML42,ML40,ML,SKF,N/A,Maijdee City,125,Institution,N/A,0,N/A       ,N/A,SKSH230-215498        ,20190622,CREDIT,0,NOKSKF,B         ,Regular Discount    ,1.501,0,3,N/A     ,N/A     ,56821046,17:29.5,,9011
277,1,SKINV230-208457       ,23012419617,Good Heal Complex Pharmacy,SKINV230-208457       ,20190622,20190622,14985,1483,ESORAL 40MG TAB 30S                                         ,1,1,30s       ,179.91,179.91,31.304,2.7,179.91,230020,42494,ML42,ML40,ML,SKF,N/A,Maijdee City,125,Institution,N/A,0,N/A       ,N/A,SKSH230-215498        ,20190622,CREDIT,0,NOKSKF,B         ,Regular Discount    ,1.50075,0,3,N/A     ,N/A     ,56821047,17:29.5,,0O805
